Código INFOBRAS,Código Único de Inversión,Código SNIP,Nombre de la obra,Modalidad de ejecución,Estado de obra,Fecha de Inicio,Monto Expediente Técnico,Distrito,Provincia,Región
174473,2511246,2511246,MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y TRATAMIENTO DE AGUAS RESIDUALES DE LOS SECTORES DE LA COLONIA Y MONTEFUNER DEL CENTRO POBLADO POZUZO DEL DISTRITO DE POZUZO - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO,Contrata,En Ejecución,6/12/2023 00:00:00,1997864.43,POZUZO,OXAPAMPA,PASCO
174450,2558506,2558506,"CONSTRUCCION DE COBERTURA; EN EL(LA) IE SANTA ROSA DE LIMA - YANACANCHA DISTRITO DE YANACANCHA, PROVINCIA PASCO, DEPARTAMENTO PASCO",Contrata,Finalizado,19/10/2022 00:00:00,36421.49,YANACANCHA,PASCO,PASCO
174447,2519523,2519523,"CONSTRUCCION DE MURO DE CONTENCION; EN EL(LA) LOSA DEPORTIVA DE LA C.C. DE MALAUCAYAN DISTRITO DE YANACANCHA, PROVINCIA PASCO, DEPARTAMENTO PASCO",Contrata,Finalizado,22/09/2022 00:00:00,133406.48,YANACANCHA,PASCO,PASCO
174445,2519527,2519527,"RENOVACION DE CERCO PERIMETRICO; EN EL(LA) BAÑO GANADERO DE LA C.C. DE MALAUCAYAN DISTRITO DE YANACANCHA, PROVINCIA PASCO, DEPARTAMENTO PASCO",Contrata,Finalizado,26/09/2022 00:00:00,109790.16,YANACANCHA,PASCO,PASCO
174443,2525926,2525926,"REFORESTACIÓN DE AREA VERDE; CONSTRUCCIÓN DE BARANDA; EN EL (LA) AV. LA CULTURA (TRAMO INGRESO AL DISTRITO DE YANACANCHA - CALLE LOS ANGELES) DISTRITO DE YANACANCHA, PROVINCIA DE PASCO, DEPARATAMENTO PASCO",Contrata,Finalizado,13/09/2022 00:00:00,155879.32,YANACANCHA,PASCO,PASCO
174348,2552760,2552760,"ADQUISICION DE CAMION CISTERNA Y CAMIONETA; EN EL(LA) MUNICIPALIDAD DISTRITAL PUERTO BERMUDEZ, DISTRITO DE PUERTO BERMUDEZ, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Administración directa,Finalizado,29/09/2022 00:00:00,"",PUERTO BERMUDEZ,OXAPAMPA,PASCO
174347,2530703,2530703,"MEJORAMIENTO DEL SERVICIO DE APOYO AL DESARROLLO PRODUCTIVO AGROPECUARIO EN LA CADENA PRODUCTIVA PISCÍCOLA EN LAS LOCALIDADES DE ALTO CHIVIS, CHINCHIHUAQUI, REDENCIÓN NEVATI, PUERTO YESUPE, EL MILAGRO Y VILLA ALEGRE DE QUIRICHARI - 6 LOCALIDADES DEL DISTRITO DE PUERTO BERMUDEZ - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO",Administración directa,Finalizado,14/06/2022 00:00:00,287257.50,PUERTO BERMUDEZ,OXAPAMPA,PASCO
174346,2507086,2507086,MEJORAMIENTO DE LOS SERVICIOS DE TRANSFERENCIA TECNOLÓGICA PARA LA TRANSFORMACIÓN DEL GRANO DE CAFÉ EN EL SECTOR II DEL VALLE NAZARATEGUI DEL DISTRITO DE PUERTO BERMUDEZ - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO,Administración directa,Paralizada,3/10/2024 00:00:00,187446,PUERTO BERMUDEZ,OXAPAMPA,PASCO
174345,2506027,2506027,CREACION DE LA PISCIGRANJA COMUNAL EN LA LOCALIDAD DE ALVARIÑO DEL DISTRITO DE PUERTO BERMUDEZ - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO,Administración directa,Finalizado,12/05/2022 00:00:00,149436.98,PUERTO BERMUDEZ,OXAPAMPA,PASCO
174344,2506016,2506016,CREACION DE LA PISCIGRANJA COMUNAL EN LA LOCALIDAD DE PALMACOCHA DEL DISTRITO DE PUERTO BERMUDEZ - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO,Administración directa,Finalizado,13/05/2022 00:00:00,148320.71,PUERTO BERMUDEZ,OXAPAMPA,PASCO
174343,2506007,2506007,CREACION DE LA PISCIGRANJA COMUNAL EN LA LOCALIDAD DE SARDIS DEL DISTRITO DE PUERTO BERMUDEZ - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO,Administración directa,Finalizado,17/05/2022 00:00:00,148311.24,PUERTO BERMUDEZ,OXAPAMPA,PASCO
174342,2505997,2505997,CREACION DE LA PISCIGRANJA COMUNAL EN LA LOCALIDAD DE SAN JUAN DE CAHUAPANAS DEL DISTRITO DE PUERTO BERMUDEZ - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO,Administración directa,Finalizado,11/05/2022 00:00:00,148170.07,PUERTO BERMUDEZ,OXAPAMPA,PASCO
174341,2505838,2505838,MEJORAMIENTO DE LA CRIANZA DE PORCINOS EN LA LOCALIDAD DE EDITA NAZARATEGUI DEL DISTRITO DE PUERTO BERMUDEZ - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO,Administración directa,Finalizado,18/06/2022 00:00:00,152398.73,PUERTO BERMUDEZ,OXAPAMPA,PASCO
174340,2505823,2505823,MEJORAMIENTO DE LA CRIANZA DE GANADO VACUNO EN LA LOCALIDAD DE MAPIRISHARI DEL DISTRITO DE PUERTO BERMUDEZ - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO,Administración directa,Finalizado,14/02/2022 00:00:00,143742,PUERTO BERMUDEZ,OXAPAMPA,PASCO
174339,2499383,2499383,MEJORAMIENTO DE LOS SERVICIOS DE TRANSFERENCIA TECNOLOGICA PARA LA PRODUCCION DEL CULTIVO DE GRANADILLA EN LA LOCALIDAD DE ALTO UNION DEL DISTRITO DE PUERTO BERMUDEZ - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO,Administración directa,Finalizado,1/07/2022 00:00:00,147109.20,PUERTO BERMUDEZ,OXAPAMPA,PASCO
174313,2301516,2301516,"MEJORAMIENTO Y AMPLIACIÓN DE LA PRESTACION DEL SERVICIO EDUCATIVO DE LA I.E. NRO 31 NUESTRA SEÑORA DEL CARMEN, CON DISEÑO ARQUITECTONICO BIOCLIMATICO EN LA URBANIZACION SAN JUAN, DISTRITO DE YANACANCHA - PASCO - PASCO",Contrata,En Ejecución,13/04/2023 00:00:00,28122821.67,YANACANCHA,PASCO,PASCO
174311,2084815,74176,"MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE SANEAMIENTO Y FORTALECIMIENTO INSTITUCIONAL INTEGRAL DE LA EMAPA PASCO, PROVINCIA DE PASCO - PASCO, COMPONENTE II: COLECTOR PRIMARIO PATARCOCHA",Contrata,Sin Ejecución,"",3540057.03,,PASCO,PASCO
174253,2191375,203742,"REFORMULACION DEL EXPEDIENTE TECNICO DEL PROYECTO INSTALACION DE AGUA POTABLE Y ALCANTARILLADO DE LA COMUNIDAD DE RAYA , DISTRITO DE PALCAZU - OXAPAMPA - PASCO",Contrata,Sin Ejecución,"","",PALCAZU,OXAPAMPA,PASCO
174179,2487104,2487104,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE MOVILIDAD URBANA A TRAVÉS DE PISTAS, VEREDAS Y ÁREAS VERDES EN LAS CALLES MANCO CÁPAC, HUAYLLAY, JORGE CHAVEZ CUADRA 3 Y PASAJES EN LA COMUNIDAD CAMPESINA DE YURAJHUANCA DEL DISTRITO DE SIMON BOLIVAR - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO",Contrata,Finalizado,1/02/2023 00:00:00,3907659.11,SIMON BOLIVAR,PASCO,PASCO
174129,2448827,2448827,"MEJORAMIENTO DE LA CAPACIDAD OPERATIVA DEL SISTEMA DE SEGURIDAD CIUDADANA DE LA MUNICIPALIDAD DISTRITAL DE YANACANCHA, DISTRITO DE YANACANCHA-PROVINCIA DE PASCO-DEPARTAMENTO DE PASCO",Contrata,Finalizado,13/12/2022 00:00:00,1866592.91,YANACANCHA,PASCO,PASCO
174015,2552932,2552932,"CONSTRUCCION DE AULA DE EDUCACION PRIMARIA Y CERCO PERIMETRICO; EN EL(LA) IE ALTO CAÑACHACRA - POZUZO ALTO CAÑACHACRA DISTRITO DE POZUZO, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Administración directa,Finalizado,1/10/2022 00:00:00,248041.54,POZUZO,OXAPAMPA,PASCO
174011,2552939,2552939,"CONSTRUCCIÓN DE COBERTURA; EN EL(LA) COMISARIA BASICA POLICIAL DE OXAPAMPA DISTRITO DE OXAPAMPA, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Administración directa,Finalizado,6/10/2022 00:00:00,95003.83,OXAPAMPA,OXAPAMPA,PASCO
174002,2189352,255635,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO EDUCATIVO DEL NIVEL PRIMARIO DE LA I.E. N° 34456 VILLA CARIÑO, DISTRITO DE CONSTITUCION - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO. I ETAPA",Administración directa,Finalizado,3/10/2022 00:00:00,2828539.29,CONSTITUCION,OXAPAMPA,PASCO
174001,2552938,2552938,"CONSTRUCCIÓN DE AULA Y AULA DE COMPUTO; ADQUISICION DE EQUIPAMIENTO DE AULA; EN EL(LA) IE NUEVO SANTA VIRGINIA - POZUZO NUEVO SANTA VIRGINIA DISTRITO DE POZUZO, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Administración directa,Finalizado,10/10/2022 00:00:00,416792.55,POZUZO,OXAPAMPA,PASCO
173998,2546885,2546885,"CONSTRUCCION DE AMBIENTE DE USOS MULTIPLES; EN EL(LA) IE SANTA ROSA - POZUZO DISTRITO DE POZUZO, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Administración directa,Finalizado,3/10/2022 00:00:00,110468.47,POZUZO,OXAPAMPA,PASCO
173965,2558319,2558319,"CONSTRUCCION DE RED DE ALCANTARILLADO; EN EL(LA) Y DESAGUE EN EL CASERIO DE SAN LUIS Y PAVOPAMPA DEL DISTRITO DE HUANCABAMBA, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Administración directa,Finalizado,10/10/2022 00:00:00,378323,HUANCABAMBA,OXAPAMPA,PASCO
173700,2558668,2558668,"REMODELACION DE AMBIENTE DE RECREACION ACTIVA; EN EL(LA) PARQUE DEL JIRON SAN MARTIN, ASENTAMIENTO HUMANO TUPAC AMARU SECTOR 2, DISTRITO DE CHAUPIMARCA, PROVINCIA PASCO, DEPARTAMENTO PASCO",Contrata,Finalizado,11/07/2023 00:00:00,478522.80,CHAUPIMARCA,PASCO,PASCO
173671,2481980,2481980,MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL NIVEL SECUNDARIA DE LA INSTITUCION EDUCATIVA N° 34292 INCA GARCILASO DE LA VEGA EN LA COMUNIDAD CAMPESINA DE PACOYAN DEL DISTRITO DE SIMON BOLIVAR - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO,Contrata,Finalizado,15/03/2023 00:00:00,2657475.77,SIMON BOLIVAR,PASCO,PASCO
173643,2557551,2557551,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR EN EL TRAMO LA AURORA (CARRETERA EMP PE 3N) TICLACAYAN (CARRETERA EMP PA 546) EN EL DISTRITO DE TICLACAYAN, PROVINCIA DE PASCO, DEPARTAMENTO DE PASCO",Contrata,En Ejecución,4/05/2023 00:00:00,3895124.12,TICLACAYAN,PASCO,PASCO
173517,2550009,2550009,"REPARACION DE CALZADA; EN EL(LA) JR. RICARDO PALMA ENTRE LOS TRAMOS AV. TUPAC AMARU CON NICOMENDEZ MEZA DIAS; AV. DANIEL ALCIDES CARRION, AV. SANTA ROSA, AV. 30 DE AGOSTO, AV. NICOMENDEZ MEZA DIAS EN EL TRAMO DEL JR. RICARDO PALMA CON JR. VICTOR BERAUN EN LA LOCALIDAD COLQUIJIRCA, DISTRITO DE TINYAHUARCO, PROVINCIA PASCO, DEPARTAMENTO PASCO",Contrata,Finalizado,19/10/2022 00:00:00,429826.67,TINYAHUARCO,DANIEL ALCIDES CARRION,PASCO
173409,2543751,2543751,"CONSTRUCCION DE PUENTE; EN EL(LA) UNIDAD PRODUCTORA RUTA PE-18D, EN LA LOCALIDAD RIO BLANCO, DISTRITO DE POZUZO, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Administración directa,Finalizado,6/10/2022 00:00:00,241449.70,POZUZO,OXAPAMPA,PASCO
173356,2544522,2544522,"CREACION DEL SERVICIO DE PREVENCION, ATENCION DE INCENDIOS Y EMERGENCIAS DE LA COMPAÑIA DE BOMBEROS N° 47 DEL DISTRITO DE OXAPAMPA, PROVINCIA DE OXAPAMPA - PASCO",Administración directa,Finalizado,11/11/2022 00:00:00,884516.61,OXAPAMPA,OXAPAMPA,PASCO
173292,2543589,2543589,"REPARACION DE PUENTE PEATONAL; EN EL(LA) PUENTE COLGANTE LORETO DEL SECTOR LORETO, DISTRITO DE CHONTABAMBA, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Administración directa,Finalizado,7/10/2022 00:00:00,64701.05,CHONTABAMBA,OXAPAMPA,PASCO
173281,2474529,2474529,"RENOVACION DE INFRAESTRUCTURA DEPORTIVA; EN EL(LA) REHABILITACION DE CAMPO DEPORTIVO DE VOLYBOL EN LA LOCALIDAD VICCO, DISTRITO DE VICCO, PROVINCIA PASCO, DEPARTAMENTO PASCO",Administración directa,Finalizado,19/09/2022 00:00:00,157225.14,VICCO,PASCO,PASCO
173144,2494354,2494354,MEJORAMIENTO DE LA PRODUCTIVIDAD DEL GANADO VACUNO DE DOBLE PROPOSITO EN LA COMUNIDAD DE PUERTO DAVIS DEL DISTRITO DE CONSTITUCION - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO,Administración directa,En Ejecución,11/09/2022 00:00:00,165641.58,CONSTITUCION,OXAPAMPA,PASCO
173039,2558989,2558989,"REMODELACIÓN DE INFRAESTRUCTURA DEPORTIVA; EN EL(LA) LOSA DEPORTIVA DE YARUSYACAN DISTRITO DE SAN FRANCISCO DE ASIS DE YARUSYACAN, PROVINCIA PASCO, DEPARTAMENTO PASCO",Contrata,Finalizado,6/12/2022 00:00:00,1019603.37,SAN FRANCISCO DE ASIS DE YARUSYACAN,PASCO,PASCO
173004,2532940,2532940,CONSULTORIA PARA LA ELABORACION DEL EXPEDIENTE TECNICO DEL PROYECTO MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL NIVEL SECUNDARIA EN LA I.E PEDRO UBALDO POLINAR DEL CENTRO POBLADO OSOMAYO DEL DISTRITO DE POZUZO - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO,Contrata,Sin Ejecución,"","",POZUZO,OXAPAMPA,PASCO
173001,2547435,2547435,CREACION DE 2 PONTONES EN LA QUEBRADA SAN CARLOS DE LA ZONA URBANA EN EL DISTRITO DE VILLA RICA - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO.,Contrata,Finalizado,11/04/2023 00:00:00,322291.91,VILLA RICA,OXAPAMPA,PASCO
172999,2463860,2463860,"MEJORAMIENTO Y AMPLIACION DE LA I.E. N 34267 MAZUHUAZO, I.E. N 34298 ISHPIHUACAZU, I.E. N 34451-SECTOR QUEBRADA PACO, I.E. N 34526-SECTOR LA OROYA, I.E. N 34553-SECTOR ALTO ISHPIHUACAZU DE LAS 5 LOCALIDADES DEL DISTRITO DE PALCAZU - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO. - PRIMERA ETAPA I.E. N 34526 LA OROYA.",Contrata,Finalizado,13/09/2022 00:00:00,549717.20,PALCAZU,OXAPAMPA,PASCO
172995,2504412,2504412,CREACION DE LOSA DEPORTIVA DEL CENTRO POBLADO DE RANYAC DEL DISTRITO DE NINACACA - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO,Contrata,Finalizado,6/03/2023 00:00:00,819060.04,NINACACA,PASCO,PASCO
172877,2516041,2516041,AMPLIACION DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO EN LA LOCALIDAD DE SAN PEDRO DE PILLAO DEL DISTRITO DE SAN PEDRO DE PILLAO - PROVINCIA DE DANIEL ALCIDES CARRION - DEPARTAMENTO DE PASCO,Contrata,Sin Ejecución,"",491852.52,SAN PEDRO DE PILLAO,DANIEL ALCIDES CARRION,PASCO
172802,2234417,254072,"MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DEL NIVEL PRIMARIO EN LA INSTITUCIÓN EDUCATIVA N 34418, SANTA APOLONIA, DISTRITO DE VILLA RICA, PROVINCIA DE OXAPAMPA, DEPARTAMENTO DE PASCO",Contrata,En Ejecución,15/03/2023 00:00:00,1512213.01,VILLA RICA,OXAPAMPA,PASCO
172764,2457450,2457450,"MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL NIVEL INICIAL Y PRIMARIA DE LA INSTITUCION EDUCATIVA N° 34052 JOSE ANTONIO ENCINAS FRANCO, DISTRITO DE YANACANCHA - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO",Contrata,Paralizada,3/12/2024 00:00:00,16929724.13,YANACANCHA,PASCO,PASCO
172658,2116853,107387,"CONSTRUCCION DEL MODERNO TERMINAL TERRESTRE INTERPROVINCIAL DE LA CIUDAD DE CERRO DE PASCO, PROVINCIA DE PASCO - PASCO",Contrata,En Ejecución,17/10/2022 00:00:00,35654108.77,,PASCO,PASCO
172540,2504497,2504497,"PRIMERA ETAPA ""MEJORAMIENTO DEL ESPACIO DEPORTIVO DE LA LOCALIDAD DE SAN RAMON DE YANAPAMPA DEL DISTRITO DE SAN FRANCISCO DE ASIS DE YARUSYACAN - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO""",Contrata,Finalizado,8/12/2022 00:00:00,1614275.63,SAN FRANCISCO DE ASIS DE YARUSYACAN,PASCO,PASCO
172389,2558824,2558824,"REPARACION DE SUPERFICIE DE RODADURA; EN EL(LA) PUNTOS CRITICOS DEL CAMINO VECINAL TRAMO: LORENCILLO 1 - COMUNIDAD NATIVA DE MOSQUITO PLAYA EN LA LOCALIDAD LORENCILLO I, DISTRITO DE CONSTITUCION, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Administración directa,En Ejecución,3/09/2022 00:00:00,129796.31,CONSTITUCION,OXAPAMPA,PASCO
172286,2516680,2516680,CREACION DE LOCAL DE USOS MULTIPLES DEL CASERIO AZUL MINA DEL DISTRITO DE CHACAYAN - PROVINCIA DE DANIEL ALCIDES CARRION - DEPARTAMENTO DE PASCO,Administración directa,Finalizado,4/10/2022 00:00:00,179755.91,CHACAYAN,DANIEL ALCIDES CARRION,PASCO
172196,2494364,2494364,MEJORAMIENTO DE LA PRODUCTIVIDAD DEL GANADO VACUNO DE DOBLE PROPOSITO EN LA COMUNIDAD NATIVA PUERTO VIOLETA DEL DISTRITO DE CONSTITUCION - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO,Administración directa,En Ejecución,10/09/2022 00:00:00,165641.58,CONSTITUCION,OXAPAMPA,PASCO
172017,2499548,2499548,CREACION DE ESPACIOS RECREATIVOS Y PLAZA CIVICA EN LA COMUNIDAD CAMPESINA DE UCRUCANCHA DEL DISTRITO DE SIMON BOLIVAR PROVINCIA DE PASCO DEPARTAMENTO DE PASCO ETAPA I,Contrata,Finalizado,27/12/2022 00:00:00,1378128.77,SIMON BOLIVAR,PASCO,PASCO
171982,2231959,246477,"MEJORAMIENTO DEL SISTEMA DE PROTECCIÓN FRENTE A INUNDACIONES DEL ÁREA URBANA DEL CENTRO POBLADO DE CHUPACA DEL DISTRITO DE PAUCARTAMBO, PROVINCIA Y DEPARTAMENTO DE PASCO",Contrata,En Ejecución,5/06/2023 00:00:00,6201010.88,PAUCARTAMBO,PASCO,PASCO
171953,2234108,253934,"INSTALACION DE SERVICIOS DE PROTECCION DE DEFENSA RIBEREÑA EN EL RIO ISCOZACIN, EN LA LOCALIDAD DE PUERTO ISCOZACIN, DEL DISTRITO PALCAZU, PROVINCIA OXAPAMPA, REGION PASCO",Contrata,En Ejecución,8/06/2023 00:00:00,6278665.49,PALCAZU,OXAPAMPA,PASCO
171918,2248572,308671,CREACION DEL PARQUE PRINCIPAL DEL CENTRO POBLADO DE HUALLAMAYO DEL DISTRITO DE PAUCARTAMBO - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO,Contrata,En Ejecución,14/12/2022 00:00:00,1627618.01,PAUCARTAMBO,PASCO,PASCO
171757,2265482,317648,"CREACION DE PISTAS Y VEREDAS EN EL JR. 22 DE JUNIO CDRAS 03, 04, 05, 06, AV. CERRO DE PASCO CDRAS 01, 02, 03, 04, JR. PUNO CDRAS 01, 02, 03, JR. RAMÓN CASTILLA CDRAS 01, JR. AYACUCHO CDRAS 04, 05, JR. TRUJILLO CDRAS 05, 06, DISTRITO DE VICCO, PROVINCIA DE PASCO - PASCO",Contrata,Sin Ejecución,"",553091.32,VICCO,PASCO,PASCO
171569,2555292,2555292,"CONSTRUCCION DE INFRAESTRUCTURA DEPORTIVA; EN EL(LA) CAMPO DEPORTIVO ""LOS ANGELES"" EN LA LOCALIDAD LOS ANGELES, DISTRITO DE SAN FRANCISCO DE ASIS DE YARUSYACAN, PROVINCIA PASCO, DEPARTAMENTO PASCO",Contrata,Finalizado,9/11/2022 00:00:00,894864.02,SAN FRANCISCO DE ASIS DE YARUSYACAN,PASCO,PASCO
171307,2546397,2546397,"REPARACION DE PUENTE; EN EL(LA) C.P QUILLAZU-PROGRESO (PUENTE QUILLAZU) DISTRITO DE OXAPAMPA, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Administración directa,Finalizado,22/11/2022 00:00:00,78738.69,OXAPAMPA,OXAPAMPA,PASCO
171219,2544646,2544646,"REPARACION DE PUENTE PEATONAL; EN EL(LA) PUENTE COLGANTE SANTO DOMINGO DEL SECTOR SAN CARLOS, DISTRITO DE CHONTABAMBA, PROVINCIA OXAPAMPA, DEPARTAMENTO PASCO",Administración directa,Finalizado,1/09/2022 00:00:00,64990.91,CHONTABAMBA,OXAPAMPA,PASCO
170853,2235359,257843,"CONSULTORIA PARA LA REFORMULACION DEL EXPEDIENTE TECNICO DEL PROYECTO INSTALACION DEL SANEAMIENTO BÁSICO INTEGRAL EN LA COMUNIDAD NATIVA SÉPTIMO UNIDO SANTA FE DE AGUACHINI DEL DISTRITO PUERTO BERMÚDEZ, PROVINCIA OXAPAMPA, REGION PASCO",Contrata,Sin Ejecución,"","",OXAPAMPA,OXAPAMPA,PASCO
170849,2498264,2498264,"CONSULTORIA PARA LA ELABORACION DEL EXPEDIENTE TECNICO DEL PROYECTO CREACION DE LA TROCHA CARROZABLE DE LA LOCALIDAD TINGOPAMPA - ESTACIÓN PARDAVE, CENTRO POBLADO DE POCOBAMBA DEL DISTRITO DE SANTA ANA DE TUSI - PROVINCIA DE DANIEL ALCIDES CARRION - DEPARTAMENTO DE PASCO",Contrata,Sin Ejecución,"","",SANTA ANA DE TUSI,DANIEL ALCIDES CARRION,PASCO
170818,2187676,260225,"""MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA I.E.P. N° 34025, DISTRITO PAUCARTAMBO, PROVINCIA PASCO, REGIÓN PASCO""",Contrata,En Ejecución,5/04/2023 00:00:00,3011635.54,PAUCARTAMBO,PASCO,PASCO
170348,2533574,2533574,"REPARACION DE VIAS VECINALES; EN EL(LA) SERVICIO DE LA TRANSITABILIDAD VEHICULAR DESDE EL TRAMO VICCO KM 0-00 - PACORAN - INICIO PAMOC KM 2-655 EN LA LOCALIDAD VICCO, DISTRITO DE VICCO, PROVINCIA PASCO, DEPARTAMENTO PASCO",Administración directa,Finalizado,1/09/2022 00:00:00,65170.80,VICCO,PASCO,PASCO
170163,2510914,2510914,CREACION DEL COMEDOR COMUNAL DE LA CC.NN.DE BUENOS AIRES DEL DISTRITO DE PALCAZU - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO,Administración directa,Finalizado,15/08/2022 00:00:00,234298.52,PALCAZU,OXAPAMPA,PASCO
170068,2232237,2232237,0,Contrata,Sin Ejecución,"",7816855.02,,,PASCO
169987,2538419,2538419,"CONSULTORIA PARA LA ELABORACION DEL EXPEDIENTE TECNICO DEL PROYECTO CREACION DE LOS SERVICIOS DE AGUA POTABLE E INSTALACIÓN DEL SISTEMA DE DISPOSICIÓN DE EXCRETAS EN LAS COMUNIDADES NATIVAS DE; SAN MARTIN DE QUIRISHARI, VILLA ALEGRE QUIRISHARI Y LA ESPERANZA CC.NN. QUIRISHARI DEL DISTRITO DE PUERTO BERMUDEZ - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO",Contrata,Sin Ejecución,"","",PUERTO BERMUDEZ,OXAPAMPA,PASCO
169639,2555534,2555534,"RENOVACION DE CAMPO DEPORTIVO; EN EL(LA) ESTADIO MUNICIPAL COLOSO DE BOM BOM DE FUTBOL 8 EN LA LOCALIDAD VICCO, DISTRITO DE VICCO, PROVINCIA PASCO, DEPARTAMENTO PASCO",Contrata,Finalizado,24/10/2022 00:00:00,431861.98,VICCO,PASCO,PASCO
169584,2537280,2537280,"MEJORAMIENTO DE LOS SERVICIOS DEL CEMENTERIO MUNICIPAL, DEL DISTRITO DE PUERTO BERMUDEZ - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO",Contrata,Finalizado,18/05/2023 00:00:00,866922.23,PUERTO BERMUDEZ,OXAPAMPA,PASCO
169567,2521515,2521515,"CREACION DE LOSA DEPORTIVA EN LA COMUNIDAD NATIVA PUERTO LIBRE, DISTRITO DE CONSTITUCIÓN, PROVINCIA DE OXAPAMPA, DEPARTAMENTO PASCO",Contrata,Finalizado,3/11/2022 00:00:00,173822.93,OXAPAMPA,OXAPAMPA,PASCO
169447,2508509,2508509,"MEJORAMIENTO DE SERVICIO DE MOVILIDAD URBANA EN LAS AVENIDAS, CALLES, JIRONES Y PASAJES PRINCIPALES DEL ASENTAMIENTO HUMANO DE TAHUANTINSUYO DEL DISTRITO DE CHAUPIMARCA - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO",Contrata,Sin Ejecución,"","",CHAUPIMARCA,PASCO,PASCO
169291,2551587,2551587,MEJORAMIENTO DEL COLISEO MUNICIPAL MULTIUSOS EN EL CENTRO POBLADO ALTO PALCAZU DEL DISTRITO DE PALCAZU - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO,Contrata,Sin Ejecución,"",2335263.86,PALCAZU,OXAPAMPA,PASCO
169289,2536494,2536494,"REPARACION DE DEFENSA RIBEREÑA; EN EL(LA) TRAMO MARGEN DERECHO DE LA I.E. ANDRES AVELINO CACERES Y EL ESTADIO EN LA LOCALIDAD PUCURHUAY, DISTRITO DE TICLACAYAN, PROVINCIA PASCO, DEPARTAMENTO PASCO",Administración directa,Sin Ejecución,"",50077.81,TICLACAYAN,PASCO,PASCO
169287,2545788,2545788,CREACION DE LOS SERVICIOS PUBLICOS DE INTEGRACION ECONOMICA Y SOCIAL EN LA LOCALIDAD DE LA FLORIDA DEL DISTRITO DE HUACHON - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO,Administración directa,En Ejecución,10/08/2022 00:00:00,151973.19,HUACHON,PASCO,PASCO
168914,2507660,2507660,MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL PUESTO DE SALUD SANTA ROSA DE CHIVIS DEL DISTRITO DE PUERTO BERMUDEZ - PROVINCIA DE OXAPAMPA - DEPARTAMENTO DE PASCO,Contrata,En Ejecución,2/12/2022 00:00:00,2682490.80,PUERTO BERMUDEZ,OXAPAMPA,PASCO
